ts in ms,player id,group id,x in m,y in m
320,21,2,-9.391,2.009
360,8,1,-9.909,-2.454
360,3,1,-6.858,0.299
360,9,1,-11.945,3.036
360,4,1,-9.988,0.027
360,7,1,-13.149,2.859
360,20,2,-4.279,3.837
360,22,2,-9.668,6.739
360,16,2,-9.708,-1.981
360,19,2,-12.902,3.813
360,21,2,-9.519,2.024
400,8,1,-10.077,-2.399
400,3,1,-6.861,0.338
400,9,1,-11.954,2.950
400,4,1,-10.135,-0.079
400,7,1,-13.094,2.871
400,20,2,-4.319,3.825
400,22,2,-9.647,6.690
400,16,2,-9.897,-1.890
400,19,2,-12.844,3.722
400,21,2,-9.647,2.024
440,8,1,-10.251,-2.338
440,3,1,-6.858,0.393
440,9,1,-12.012,2.865
440,4,1,-10.266,-0.137
440,7,1,-13.137,2.868
440,20,2,-4.289,3.822
440,22,2,-9.577,6.724
440,16,2,-10.089,-1.774
440,19,2,-12.805,3.658
440,21,2,-9.769,2.042
480,8,1,-10.458,-2.304
480,3,1,-6.858,0.424
480,9,1,-12.061,2.749
480,4,1,-10.412,-0.223
480,7,1,-13.085,2.877
480,20,2,-4.279,3.813
480,22,2,-9.519,6.675
480,16,2,-10.272,-1.664
480,19,2,-12.756,3.545
480,21,2,-9.894,2.033
520,8,1,-10.629,-2.228
520,3,1,-6.858,0.488
520,9,1,-12.125,2.624
520,4,1,-10.571,-0.250
520,7,1,-13.113,2.874
520,20,2,-4.249,3.801
520,22,2,-9.479,6.703
520,16,2,-10.473,-1.561
520,19,2,-12.695,3.450
520,21,2,-10.016,2.036
560,8,1,-10.842,-2.225
560,3,1,-6.855,0.497
560,9,1,-12.171,2.487
560,4,1,-10.714,-0.320
560,7,1,-13.064,2.880
560,20,2,-4.240,3.752
560,22,2,-9.434,6.660
560,16,2,-10.653,-1.490
560,19,2,-12.662,3.322
560,21,2,-10.141,2.018
600,8,1,-10.967,-2.185
600,3,1,-6.855,0.527
600,9,1,-12.198,2.362
600,4,1,-10.857,-0.354
600,7,1,-13.000,2.886
600,20,2,-4.206,3.731
600,22,2,-9.379,6.678
600,16,2,-10.808,-1.405
600,19,2,-12.726,3.222
600,21,2,-10.257,2.009
640,8,1,-11.131,-2.152
640,3,1,-6.852,0.552
640,9,1,-12.226,2.240
640,4,1,-10.976,-0.387
640,7,1,-12.890,2.880
640,20,2,-4.203,3.703
640,22,2,-9.330,6.645
640,16,2,-10.967,-1.317
640,19,2,-12.762,3.103
640,21,2,-10.388,1.981
680,8,1,-11.293,-2.109
680,3,1,-6.855,0.585
680,9,1,-12.262,2.121
680,4,1,-11.107,-0.372
680,7,1,-12.911,2.859
680,20,2,-4.170,3.673
680,22,2,-9.260,6.657
680,16,2,-11.110,-1.207
680,19,2,-12.744,2.987
680,21,2,-10.531,1.963
720,8,1,-11.436,-2.070
720,3,1,-6.858,0.607
720,9,1,-12.290,1.981
720,4,1,-11.211,-0.384
720,7,1,-12.890,2.832
720,20,2,-4.164,3.642
720,22,2,-9.208,6.636
720,16,2,-11.250,-1.119
720,19,2,-12.719,2.877
720,21,2,-10.659,1.917
760,8,1,-11.567,-2.027
760,3,1,-6.858,0.649
760,9,1,-12.290,1.850
760,4,1,-11.342,-0.341
760,7,1,-12.890,2.789
760,20,2,-4.164,3.597
760,22,2,-9.165,6.593
760,16,2,-11.381,-1.030
760,19,2,-12.719,2.789
760,21,2,-10.787,1.875
800,8,1,-11.701,-1.981
800,3,1,-6.864,0.668
800,9,1,-12.317,1.707
800,4,1,-11.458,-0.326
800,7,1,-12.884,2.746
800,20,2,-4.158,3.563
800,22,2,-9.111,6.565
800,16,2,-11.500,-0.945
800,19,2,-12.713,2.688
800,21,2,-10.891,1.817
840,8,1,-11.790,-1.939
840,3,1,-6.864,0.710
840,9,1,-12.317,1.619
840,4,1,-11.543,-0.283
840,7,1,-12.884,2.704
840,20,2,-4.158,3.563
840,22,2,-9.022,6.520
840,16,2,-11.631,-0.814
840,19,2,-12.671,2.600
840,21,2,-11.022,1.771
880,8,1,-11.933,-1.908
880,3,1,-6.870,0.722
880,9,1,-12.342,1.497
880,4,1,-11.656,-0.253
880,7,1,-12.966,2.621
880,20,2,-4.158,3.533
880,22,2,-8.967,6.489
880,16,2,-11.738,-0.744
880,19,2,-12.585,2.524
880,21,2,-11.110,1.704
920,8,1,-12.046,-1.865
920,3,1,-6.870,0.735
920,9,1,-12.351,1.381
920,4,1,-11.756,-0.223
920,7,1,-13.033,2.545
920,20,2,-4.145,3.514
920,22,2,-8.900,6.428
920,16,2,-11.832,-0.661
920,19,2,-12.524,2.451
920,21,2,-11.202,1.628
960,8,1,-12.195,-1.841
960,3,1,-6.873,0.747
960,9,1,-12.372,1.271
960,4,1,-11.863,-0.183
960,7,1,-13.021,2.469
960,20,2,-4.142,3.487
960,22,2,-8.848,6.392
960,16,2,-11.945,-0.600
960,19,2,-12.524,2.365
960,21,2,-11.281,1.542
1000,8,1,-12.317,-1.811
1000,3,1,-6.870,0.756
1000,9,1,-12.375,1.195
1000,4,1,-11.936,-0.155
1000,7,1,-13.003,2.417
1000,20,2,-4.133,3.435
1000,22,2,-8.797,6.337
1000,16,2,-12.049,-0.546
1000,19,2,-12.543,2.277
1000,21,2,-11.384,1.484
1040,8,1,-12.445,-1.768
1040,3,1,-6.876,0.753
1040,9,1,-12.393,1.125
1040,4,1,-12.025,-0.134
1040,7,1,-13.006,2.347
1040,20,2,-4.139,3.414
1040,22,2,-8.742,6.343
1040,16,2,-12.168,-0.494
1040,19,2,-12.521,2.185
1040,21,2,-11.455,1.411
1080,8,1,-12.573,-1.759
1080,3,1,-6.873,0.759
1080,9,1,-12.430,1.042
1080,4,1,-12.101,-0.076
1080,7,1,-12.988,2.265
1080,20,2,-4.133,3.371
1080,22,2,-8.708,6.255
1080,16,2,-12.287,-0.421
1080,19,2,-12.500,2.121
1080,21,2,-11.537,1.335
1120,8,1,-12.744,-1.713
1120,3,1,-6.879,0.756
1120,9,1,-12.460,0.948
1120,4,1,-12.213,-0.043
1120,7,1,-12.979,2.176
1120,20,2,-4.139,3.341
1120,22,2,-8.684,6.248
1120,16,2,-12.402,-0.393
1120,19,2,-12.515,2.048
1120,21,2,-11.583,1.247
1160,8,1,-12.869,-1.695
1160,3,1,-6.873,0.759
1160,9,1,-12.494,0.893
1160,4,1,-12.311,0.003
1160,7,1,-12.960,2.118
1160,20,2,-4.130,3.307
1160,22,2,-8.617,6.175
1160,16,2,-12.530,-0.335
1160,19,2,-12.494,1.966
1160,21,2,-11.640,1.192
1200,8,1,-13.036,-1.686
1200,3,1,-6.882,0.756
1200,9,1,-12.540,0.823
1200,4,1,-12.402,0.037
1200,7,1,-12.948,2.051
1200,20,2,-4.136,3.274
1200,22,2,-8.580,6.160
1200,16,2,-12.701,-0.290
1200,19,2,-12.463,1.878
1200,21,2,-11.704,1.128
1240,8,1,-13.177,-1.661
1240,3,1,-6.886,0.753
1240,9,1,-12.570,0.756
1240,4,1,-12.488,0.067
1240,7,1,-12.924,1.990
1240,20,2,-4.139,3.249
1240,22,2,-8.528,6.117
1240,16,2,-12.851,-0.238
1240,19,2,-12.451,1.804
1240,21,2,-11.765,1.076
1280,8,1,-13.338,-1.652
1280,3,1,-6.895,0.753
1280,9,1,-12.616,0.674
1280,4,1,-12.616,0.113
1280,7,1,-12.905,1.905
1280,20,2,-4.145,3.246
1280,22,2,-8.477,6.093
1280,16,2,-13.006,-0.186
1280,19,2,-12.415,1.740
1280,21,2,-11.799,1.003
1320,8,1,-13.485,-1.634
1320,3,1,-6.898,0.750
1320,9,1,-12.643,0.607
1320,4,1,-12.716,0.149
1320,7,1,-12.847,1.826
1320,20,2,-4.145,3.222
1320,22,2,-8.428,6.059
1320,16,2,-13.158,-0.140
1320,19,2,-12.393,1.743
1320,21,2,-11.854,0.954
1360,8,1,-13.658,-1.634
1360,3,1,-6.940,0.750
1360,9,1,-12.643,0.564
1360,4,1,-12.805,0.149
1360,7,1,-12.847,1.783
1360,20,2,-4.145,3.222
1360,22,2,-8.385,6.059
1360,16,2,-13.332,-0.140
1360,19,2,-12.436,1.701
1360,21,2,-11.896,0.911
1400,8,1,-13.786,-1.606
1400,3,1,-6.943,0.747
1400,9,1,-12.665,0.506
1400,4,1,-12.908,0.189
1400,7,1,-12.796,1.704
1400,20,2,-4.145,3.194
1400,22,2,-8.330,6.029
1400,16,2,-13.469,-0.107
1400,19,2,-12.497,1.683
1400,21,2,-11.942,0.869
1440,8,1,-13.960,-1.606
1440,3,1,-6.986,0.747
1440,9,1,-12.665,0.463
1440,4,1,-12.997,0.232
1440,7,1,-12.796,1.658
1440,20,2,-4.145,3.194
1440,22,2,-8.288,5.983
1440,16,2,-13.643,-0.107
1440,19,2,-12.540,1.640
1440,21,2,-11.985,0.823
1480,8,1,-14.082,-1.591
1480,3,1,-6.992,0.741
1480,9,1,-12.674,0.415
1480,4,1,-13.113,0.287
1480,7,1,-12.793,1.619
1480,20,2,-4.148,3.164
1480,22,2,-8.233,5.953
1480,16,2,-13.747,-0.085
1480,19,2,-12.549,1.588
1480,21,2,-12.021,0.777
1520,8,1,-14.201,-1.600
1520,3,1,-7.029,0.701
1520,9,1,-12.716,0.405
1520,4,1,-13.219,0.332
1520,7,1,-12.805,1.603
1520,20,2,-4.139,3.118
1520,22,2,-8.190,5.889
1520,16,2,-13.869,-0.091
1520,19,2,-12.537,1.558
1520,21,2,-12.040,0.713
1560,8,1,-14.311,-1.585
1560,3,1,-7.035,0.689
1560,9,1,-12.744,0.363
1560,4,1,-13.323,0.390
1560,7,1,-12.799,1.579
1560,20,2,-4.136,3.088
1560,22,2,-8.126,5.855
1560,16,2,-13.981,-0.076
1560,19,2,-12.546,1.503
1560,21,2,-12.064,0.671
1600,8,1,-14.429,-1.554
1600,3,1,-7.068,0.649
1600,9,1,-12.783,0.326
1600,4,1,-13.396,0.463
1600,7,1,-12.765,1.506
1600,20,2,-4.130,3.048
1600,22,2,-8.053,5.797
1600,16,2,-14.103,-0.049
1600,19,2,-12.591,1.414
1600,21,2,-12.070,0.616
1640,8,1,-14.500,-1.527
1640,3,1,-7.041,0.628
1640,9,1,-12.814,0.274
1640,4,1,-13.509,0.549
1640,7,1,-12.732,1.463
1640,20,2,-4.124,3.011
1640,22,2,-7.971,5.770
1640,16,2,-14.195,-0.015
1640,19,2,-12.552,1.332
1640,21,2,-12.092,0.570
1680,8,1,-14.591,-1.512
1680,3,1,-7.074,0.591
1680,9,1,-12.851,0.250
1680,4,1,-13.594,0.607
1680,7,1,-12.747,1.457
1680,20,2,-4.118,2.981
1680,22,2,-7.916,5.721
1680,16,2,-14.332,0.009
1680,19,2,-12.473,1.247
1680,21,2,-12.089,0.530
1720,8,1,-14.637,-1.481
1720,3,1,-7.053,0.564
1720,9,1,-12.887,0.192
1720,4,1,-13.667,0.649
1720,7,1,-12.713,1.408
1720,20,2,-4.103,2.932
1720,22,2,-7.864,5.727
1720,16,2,-14.417,0.055
1720,19,2,-12.424,1.201
1720,21,2,-12.113,0.469
1760,8,1,-14.695,-1.463
1760,3,1,-7.081,0.530
1760,9,1,-12.918,0.177
1760,4,1,-13.722,0.692
1760,7,1,-12.686,1.387
1760,20,2,-4.097,2.911
1760,22,2,-7.785,5.645
1760,16,2,-14.533,0.034
1760,19,2,-12.402,1.167
1760,21,2,-12.146,0.451
1800,8,1,-14.752,-1.439
1800,3,1,-7.062,0.540
1800,9,1,-12.918,0.113
1800,4,1,-13.756,0.753
1800,7,1,-12.640,1.335
1800,20,2,-4.075,2.899
1800,22,2,-7.724,5.645
1800,16,2,-14.624,0.058
1800,19,2,-12.384,1.119
1800,21,2,-12.183,0.421
1840,8,1,-14.807,-1.445
1840,3,1,-7.078,0.512
1840,9,1,-12.933,0.085
1840,4,1,-13.771,0.811
1840,7,1,-12.619,1.314
1840,20,2,-4.054,2.868
1840,22,2,-7.678,5.611
1840,16,2,-14.719,0.101
1840,19,2,-12.335,1.091
1840,21,2,-12.210,0.375
1880,8,1,-14.835,-1.475
1880,3,1,-7.065,0.515
1880,9,1,-12.939,0.058
1880,4,1,-13.808,0.860
1880,7,1,-12.658,1.353
1880,20,2,-4.030,2.847
1880,22,2,-7.635,5.596
1880,16,2,-14.792,0.119
1880,19,2,-12.253,1.030
1880,21,2,-12.250,0.323
1920,8,1,-14.884,-1.500
1920,3,1,-7.084,0.485
1920,9,1,-12.966,0.034
1920,4,1,-13.820,0.914
1920,7,1,-12.649,1.356
1920,20,2,-3.996,2.810
1920,22,2,-7.584,5.557
1920,16,2,-14.868,0.162
1920,19,2,-12.207,1.000
1920,21,2,-12.271,0.265
1960,8,1,-14.926,-1.542
1960,3,1,-7.084,0.485
1960,9,1,-13.009,-0.009
1960,4,1,-13.820,0.957
1960,7,1,-12.649,1.356
1960,20,2,-3.953,2.765
1960,22,2,-7.495,5.511
1960,16,2,-14.957,0.204
1960,19,2,-12.119,0.954
1960,21,2,-12.314,0.223
2000,8,1,-14.960,-1.582
2000,3,1,-7.105,0.451
2000,9,1,-13.040,-0.021
2000,4,1,-13.835,1.030
2000,7,1,-12.631,1.372
2000,20,2,-3.917,2.728
2000,22,2,-7.431,5.468
2000,16,2,-15.015,0.253
2000,19,2,-12.055,0.924
2000,21,2,-12.323,0.155
2040,8,1,-14.960,-1.625
2040,3,1,-7.105,0.405
2040,9,1,-13.085,-0.021
2040,4,1,-13.835,1.119
2040,7,1,-12.631,1.417
2040,20,2,-3.874,2.682
2040,22,2,-7.388,5.426
2040,16,2,-15.103,0.384
2040,19,2,-11.924,0.881
2040,21,2,-12.281,0.067
2080,8,1,-14.978,-1.670
2080,3,1,-7.117,0.369
2080,9,1,-13.119,-0.027
2080,4,1,-13.856,1.189
2080,7,1,-12.619,1.448
2080,20,2,-3.831,2.643
2080,22,2,-7.309,5.374
2080,16,2,-15.179,0.472
2080,19,2,-11.839,0.847
2080,21,2,-12.271,-0.006
2120,8,1,-14.999,-1.689
2120,3,1,-7.132,0.320
2120,9,1,-13.161,-0.003
2120,4,1,-13.869,1.244
2120,7,1,-12.625,1.497
2120,20,2,-3.767,2.573
2120,22,2,-7.209,5.294
2120,16,2,-15.295,0.536
2120,19,2,-11.741,0.817
2120,21,2,-12.232,-0.055
2160,8,1,-15.012,-1.743
2160,3,1,-7.135,0.280
2160,9,1,-13.207,0.000
2160,4,1,-13.896,1.308
2160,7,1,-12.604,1.539
2160,20,2,-3.713,2.527
2160,22,2,-7.129,5.233
2160,16,2,-15.359,0.607
2160,19,2,-11.650,0.796
2160,21,2,-12.210,-0.110
2200,8,1,-15.015,-1.795
2200,3,1,-7.139,0.244
2200,9,1,-13.247,0.009
2200,4,1,-13.917,1.384
2200,7,1,-12.579,1.576
2200,20,2,-3.673,2.487
2200,22,2,-7.041,5.179
2200,16,2,-15.420,0.664
2200,19,2,-11.555,0.780
2200,21,2,-12.180,-0.165
2240,8,1,-15.009,-1.850
2240,3,1,-7.129,0.198
2240,9,1,-13.268,0.030
2240,4,1,-13.939,1.472
2240,7,1,-12.546,1.619
2240,20,2,-3.627,2.457
2240,22,2,-6.980,5.136
2240,16,2,-15.432,0.716
2240,19,2,-11.491,0.780
2240,21,2,-12.146,-0.244
2280,8,1,-14.975,-1.884
2280,3,1,-7.132,0.171
2280,9,1,-13.332,0.061
2280,4,1,-13.981,1.527
2280,7,1,-12.509,1.649
2280,20,2,-3.588,2.411
2280,22,2,-6.876,5.041
2280,16,2,-15.508,0.796
2280,19,2,-11.342,0.768
2280,21,2,-12.113,-0.247
2320,8,1,-15.002,-1.960
2320,3,1,-7.123,0.152
2320,9,1,-13.369,0.043
2320,4,1,-14.006,1.594
2320,7,1,-12.470,1.661
2320,20,2,-3.530,2.365
2320,22,2,-6.782,5.026
2320,16,2,-15.524,0.817
2320,19,2,-11.284,0.762
2320,21,2,-12.107,-0.287
2360,8,1,-14.966,-2.027
2360,3,1,-7.126,0.094
2360,9,1,-13.421,0.070
2360,4,1,-14.036,1.634
2360,7,1,-12.439,1.679
2360,20,2,-3.463,2.286
2360,22,2,-6.663,4.950
2360,16,2,-15.572,0.878
2360,19,2,-11.128,0.756
2360,21,2,-12.076,-0.317
2400,8,1,-14.951,-2.128
2400,3,1,-7.111,0.064
2400,9,1,-13.478,0.064
2400,4,1,-14.070,1.716
2400,7,1,-12.390,1.704
2400,20,2,-3.435,2.265
2400,22,2,-6.575,4.923
2400,16,2,-15.572,0.966
2400,19,2,-11.019,0.750
2400,21,2,-12.058,-0.375
2440,8,1,-14.911,-2.176
2440,3,1,-7.074,0.015
2440,9,1,-13.558,0.088
2440,4,1,-14.094,1.780
2440,7,1,-12.372,1.753
2440,20,2,-3.380,2.201
2440,22,2,-6.437,4.865
2440,16,2,-15.606,1.055
2440,19,2,-10.842,0.747
2440,21,2,-11.994,-0.399
2480,8,1,-14.887,-2.249
2480,3,1,-7.062,-0.034
2480,9,1,-13.622,0.110
2480,4,1,-14.109,1.832
2480,7,1,-12.335,1.792
2480,20,2,-3.322,2.146
2480,22,2,-6.316,4.810
2480,16,2,-15.639,1.137
2480,19,2,-10.696,0.741
2480,21,2,-11.948,-0.445
2520,8,1,-14.859,-2.326
2520,3,1,-7.044,-0.091
2520,9,1,-13.689,0.131
2520,4,1,-14.125,1.890
2520,7,1,-12.302,1.829
2520,20,2,-3.267,2.082
2520,22,2,-6.197,4.758
2520,16,2,-15.643,1.167
2520,19,2,-10.540,0.732
2520,21,2,-11.900,-0.488
2560,8,1,-14.856,-2.423
2560,3,1,-7.014,-0.162
2560,9,1,-13.738,0.134
2560,4,1,-14.122,1.957
2560,7,1,-12.274,1.871
2560,20,2,-3.203,2.018
2560,22,2,-6.087,4.746
2560,16,2,-15.621,1.158
2560,19,2,-10.433,0.722
2560,21,2,-11.845,-0.570
2600,8,1,-14.813,-2.499
2600,3,1,-6.989,-0.223
2600,9,1,-13.808,0.155
2600,4,1,-14.137,2.006
2600,7,1,-12.226,1.914
2600,20,2,-3.143,1.951
2600,22,2,-5.962,4.694
2600,16,2,-15.624,1.173
2600,19,2,-10.275,0.719
2600,21,2,-11.781,-0.616
2640,8,1,-14.728,-2.588
2640,3,1,-6.946,-0.311
2640,9,1,-13.893,0.155
2640,4,1,-14.137,2.091
2640,7,1,-12.183,2.003
2640,20,2,-3.097,1.862
2640,22,2,-5.831,4.651
2640,16,2,-15.582,1.173
2640,19,2,-10.147,0.719
2640,21,2,-11.695,-0.658
2680,8,1,-14.667,-2.658
2680,3,1,-6.913,-0.378
2680,9,1,-13.960,0.168
2680,4,1,-14.134,2.143
2680,7,1,-12.122,2.045
2680,20,2,-3.030,1.792
2680,22,2,-5.709,4.599
2680,16,2,-15.582,1.173
2680,19,2,-10.001,0.719
2680,21,2,-11.622,-0.701
2720,8,1,-14.579,-2.743
2720,3,1,-6.913,-0.466
2720,9,1,-14.006,0.168
2720,4,1,-14.134,2.185
2720,7,1,-12.037,2.091
2720,20,2,-2.944,1.704
2720,22,2,-5.578,4.554
2720,16,2,-15.582,1.173
2720,19,2,-9.870,0.719
2720,21,2,-11.579,-0.744
2760,8,1,-14.500,-2.813
2760,3,1,-6.846,-0.549
2760,9,1,-14.076,0.183
2760,4,1,-14.106,2.256
2760,7,1,-11.976,2.137
2760,20,2,-2.868,1.631
2760,22,2,-5.453,4.502
2760,16,2,-15.560,1.125
2760,19,2,-9.714,0.719
2760,21,2,-11.494,-0.780
2800,8,1,-14.359,-2.902
2800,3,1,-6.785,-0.661
2800,9,1,-14.119,0.183
2800,4,1,-14.067,2.329
2800,7,1,-11.909,2.185
2800,20,2,-2.795,1.551
2800,22,2,-5.285,4.423
2800,16,2,-15.588,1.177
2800,19,2,-9.498,0.728
2800,21,2,-11.406,-0.792
2840,8,1,-14.265,-2.975
2840,3,1,-6.739,-0.738
2840,9,1,-14.186,0.198
2840,4,1,-14.018,2.402
2840,7,1,-11.829,2.249
2840,20,2,-2.713,1.481
2840,22,2,-5.148,4.368
2840,16,2,-15.591,1.183
2840,19,2,-9.327,0.735
2840,21,2,-11.311,-0.826
2880,8,1,-14.149,-3.042
2880,3,1,-6.687,-0.832
2880,9,1,-14.253,0.238
2880,4,1,-13.936,2.505
2880,7,1,-11.744,2.329
2880,20,2,-2.612,1.381
2880,22,2,-4.974,4.304
2880,16,2,-15.615,1.234
2880,19,2,-9.150,0.744
2880,21,2,-11.205,-0.826
2920,8,1,-14.103,-3.106
2920,3,1,-6.642,-0.878
2920,9,1,-14.301,0.265
2920,4,1,-13.859,2.591
2920,7,1,-11.659,2.368
2920,20,2,-2.527,1.353
2920,22,2,-4.862,4.264
2920,16,2,-15.646,1.238
2920,19,2,-9.001,0.744
2920,21,2,-11.113,-0.853
2960,8,1,-13.917,-3.152
2960,3,1,-6.602,-0.994
2960,9,1,-14.350,0.302
2960,4,1,-13.744,2.673
2960,7,1,-11.549,2.429
2960,20,2,-2.405,1.271
2960,22,2,-4.679,4.212
2960,16,2,-15.646,1.238
2960,19,2,-8.778,0.753
2960,21,2,-11.028,-0.844
3000,8,1,-13.786,-3.237
3000,3,1,-6.535,-1.061
3000,9,1,-14.408,0.320
3000,4,1,-13.649,2.786
3000,7,1,-11.485,2.490
3000,20,2,-2.341,1.222
3000,22,2,-4.566,4.158
3000,16,2,-15.624,1.198
3000,19,2,-8.623,0.753
3000,21,2,-10.906,-0.878
3040,8,1,-13.637,-3.304
3040,3,1,-6.492,-1.149
3040,9,1,-14.439,0.305
3040,4,1,-13.515,2.883
3040,7,1,-11.348,2.539
3040,20,2,-2.249,1.119
3040,22,2,-4.426,4.081
3040,16,2,-15.643,1.244
3040,19,2,-8.413,0.759
3040,21,2,-10.805,-0.856
3080,8,1,-13.506,-3.350
3080,3,1,-6.456,-1.195
3080,9,1,-14.500,0.320
3080,4,1,-13.427,2.975
3080,7,1,-11.262,2.621
3080,20,2,-2.161,1.049
3080,22,2,-4.319,4.051
3080,16,2,-15.627,1.207
3080,19,2,-8.291,0.762
3080,21,2,-10.699,-0.899
3120,8,1,-13.341,-3.396
3120,3,1,-6.398,-1.283
3120,9,1,-14.542,0.317
3120,4,1,-13.329,3.066
3120,7,1,-11.183,2.691
3120,20,2,-2.079,0.969
3120,22,2,-4.176,3.999
3120,16,2,-15.630,1.216
3120,19,2,-8.111,0.768
3120,21,2,-10.595,-0.911
3160,8,1,-13.198,-3.475
3160,3,1,-6.334,-1.359
3160,9,1,-14.573,0.293
3160,4,1,-13.250,3.133
3160,7,1,-11.116,2.752
3160,20,2,-2.009,0.917
3160,22,2,-4.066,3.953
3160,16,2,-15.612,1.189
3160,19,2,-7.931,0.768
3160,21,2,-10.497,-0.954
3200,8,1,-13.043,-3.539
3200,3,1,-6.258,-1.451
3200,9,1,-14.603,0.280
3200,4,1,-13.128,3.216
3200,7,1,-11.031,2.832
3200,20,2,-1.923,0.835
3200,22,2,-3.914,3.898
3200,16,2,-15.606,1.201
3200,19,2,-7.745,0.771
3200,21,2,-10.391,-0.966
3240,8,1,-12.911,-3.624
3240,3,1,-6.169,-1.536
3240,9,1,-14.649,0.238
3240,4,1,-13.000,3.304
3240,7,1,-10.942,2.920
3240,20,2,-1.881,0.750
3240,22,2,-3.783,3.813
3240,16,2,-15.563,1.201
3240,19,2,-7.571,0.771
3240,21,2,-10.260,-1.009
3280,8,1,-12.783,-3.667
3280,3,1,-6.090,-1.643
3280,9,1,-14.670,0.229
3280,4,1,-12.860,3.380
3280,7,1,-10.833,2.987
3280,20,2,-1.783,0.658
3280,22,2,-3.633,3.755
3280,16,2,-15.557,1.225
3280,19,2,-7.379,0.777
3280,21,2,-10.147,-1.021
3320,8,1,-12.652,-3.713
3320,3,1,-6.002,-1.774
3320,9,1,-14.713,0.229
3320,4,1,-12.774,3.426
3320,7,1,-10.744,3.118
3320,20,2,-1.695,0.570
3320,22,2,-3.460,3.713
3320,16,2,-15.515,1.225
3320,19,2,-7.206,0.777
3320,21,2,-10.062,-1.064
3360,8,1,-12.527,-3.767
3360,3,1,-5.913,-1.881
3360,9,1,-14.725,0.216
3360,4,1,-12.622,3.499
3360,7,1,-10.625,3.213
3360,20,2,-1.594,0.479
3360,22,2,-3.310,3.655
3360,16,2,-15.490,1.244
3360,19,2,-7.010,0.783
3360,21,2,-9.940,-1.073
3400,8,1,-12.351,-3.810
3400,3,1,-5.785,-1.996
3400,9,1,-14.698,0.201
3400,4,1,-12.424,3.572
3400,7,1,-10.464,3.295
3400,20,2,-1.475,0.341
3400,22,2,-3.133,3.603
3400,16,2,-15.417,1.280
3400,19,2,-6.815,0.780
3400,21,2,-9.845,-1.073
3440,8,1,-12.192,-3.841
3440,3,1,-5.678,-2.137
3440,9,1,-14.698,0.189
3440,4,1,-12.265,3.642
3440,7,1,-10.342,3.383
3440,20,2,-1.375,0.250
3440,22,2,-2.984,3.545
3440,16,2,-15.380,1.289
3440,19,2,-6.626,0.792
3440,21,2,-9.726,-1.079
3480,8,1,-12.049,-3.844
3480,3,1,-5.584,-2.265
3480,9,1,-14.664,0.171
3480,4,1,-12.113,3.691
