ts in ms,player id,group id,x in m,y in m
1120,8,1,8.775,4.115
1120,3,1,5.072,-1.981
1120,4,1,-0.216,0.951
1120,7,1,9.912,-3.898
1120,10,1,7.010,-0.277
1120,15,2,6.380,-5.209
1120,16,2,1.753,-0.149
1120,18,2,3.645,5.215
1120,19,2,7.803,6.203
1120,21,2,10.717,-7.123
1160,8,1,8.903,4.115
1160,3,1,5.246,-1.981
1160,4,1,0.003,0.994
1160,7,1,10.001,-3.944
1160,10,1,7.142,-0.363
1160,15,2,6.511,-5.252
1160,16,2,1.884,-0.149
1160,18,2,3.773,5.258
1160,19,2,7.977,6.203
1160,21,2,10.848,-7.166
1200,8,1,9.034,4.115
1200,3,1,5.422,-1.981
1200,4,1,0.201,1.006
1200,7,1,10.129,-3.987
1200,10,1,7.294,-0.466
1200,15,2,6.654,-5.267
1200,16,2,2.018,-0.140
1200,18,2,3.920,5.288
1200,19,2,8.138,6.191
1200,21,2,10.994,-7.163
1240,8,1,9.165,4.115
1240,3,1,5.550,-1.981
1240,4,1,0.418,1.006
1240,7,1,10.217,-4.030
1240,10,1,7.425,-0.597
1240,15,2,6.785,-5.310
1240,16,2,2.149,-0.140
1240,18,2,4.048,5.334
1240,19,2,8.269,6.148
1240,21,2,11.125,-7.163
1280,8,1,9.297,4.115
1280,3,1,5.727,-1.981
1280,4,1,0.613,1.030
1280,7,1,10.305,-4.072
1280,10,1,7.538,-0.716
1280,15,2,6.901,-5.328
1280,16,2,2.286,-0.143
1280,18,2,4.161,5.346
1280,19,2,8.400,6.105
1280,21,2,11.262,-7.163
1320,8,1,9.385,4.115
1320,3,1,5.855,-1.981
1320,4,1,0.789,1.030
1320,7,1,10.433,-4.072
1320,10,1,7.666,-0.847
1320,15,2,6.986,-5.328
1320,16,2,2.417,-0.143
1320,18,2,4.292,5.346
1320,19,2,8.531,6.063
1320,21,2,11.394,-7.163
1360,8,1,9.513,4.115
1360,3,1,6.020,-1.954
1360,4,1,0.981,1.042
1360,7,1,10.516,-4.115
1360,10,1,7.772,-0.978
1360,15,2,7.102,-5.358
1360,16,2,2.551,-0.131
1360,18,2,4.420,5.371
1360,19,2,8.684,6.041
1360,21,2,11.519,-7.157
1400,8,1,9.601,4.158
1400,3,1,6.151,-1.954
1400,4,1,1.158,1.042
1400,7,1,10.604,-4.115
1400,10,1,7.861,-1.155
1400,15,2,7.187,-5.358
1400,16,2,2.682,-0.131
1400,18,2,4.551,5.371
1400,19,2,8.815,6.041
1400,21,2,11.650,-7.157
1440,8,1,9.732,4.203
1440,3,1,6.282,-1.954
1440,4,1,1.332,1.042
1440,7,1,10.732,-4.115
1440,10,1,7.989,-1.283
1440,15,2,7.276,-5.358
1440,16,2,2.813,-0.131
1440,18,2,4.682,5.413
1440,19,2,8.946,5.999
1440,21,2,11.778,-7.157
1480,8,1,9.863,4.246
1480,3,1,6.413,-1.954
1480,4,1,1.561,1.058
1480,7,1,10.821,-4.115
1480,10,1,8.077,-1.460
1480,15,2,7.379,-5.355
1480,16,2,2.981,-0.137
1480,18,2,4.782,5.444
1480,19,2,9.098,5.965
1480,21,2,11.854,-7.157
1520,8,1,9.949,4.289
1520,3,1,6.541,-1.954
1520,4,1,1.734,1.061
1520,7,1,10.952,-4.158
1520,10,1,8.193,-1.585
1520,15,2,7.477,-5.404
1520,16,2,3.106,-0.119
1520,18,2,4.901,5.480
1520,19,2,9.239,5.974
1520,21,2,11.973,-7.142
1560,8,1,10.080,4.289
1560,3,1,6.672,-1.954
1560,4,1,1.951,1.061
1560,7,1,11.083,-4.203
1560,10,1,8.282,-1.716
1560,15,2,7.562,-5.447
1560,16,2,3.234,-0.119
1560,18,2,5.032,5.523
1560,19,2,9.412,5.974
1560,21,2,12.061,-7.099
1600,8,1,10.211,4.289
1600,3,1,6.812,-1.942
1600,4,1,2.140,1.067
1600,7,1,11.189,-4.225
1600,10,1,8.370,-1.841
1600,15,2,7.678,-5.505
1600,16,2,3.350,-0.101
1600,18,2,5.133,5.563
1600,19,2,9.553,5.980
1600,21,2,12.168,-7.084
1640,8,1,10.299,4.289
1640,3,1,6.910,-1.969
1640,4,1,2.341,1.073
1640,7,1,11.278,-4.267
1640,10,1,8.455,-1.972
1640,15,2,7.766,-5.526
1640,16,2,3.484,-0.113
1640,18,2,5.209,5.581
1640,19,2,9.708,5.959
1640,21,2,12.223,-7.044
1680,8,1,10.427,4.246
1680,3,1,7.041,-1.969
1680,4,1,2.539,1.085
1680,7,1,11.406,-4.304
1680,10,1,8.556,-2.091
1680,15,2,7.852,-5.602
1680,16,2,3.588,-0.094
1680,18,2,5.294,5.621
1680,19,2,9.857,5.947
1680,21,2,12.299,-7.032
1720,8,1,10.516,4.203
1720,3,1,7.172,-1.969
1720,4,1,2.755,1.085
1720,7,1,11.491,-4.389
1720,10,1,8.599,-2.222
1720,15,2,7.937,-5.691
1720,16,2,3.719,-0.094
1720,18,2,5.380,5.621
1720,19,2,9.988,5.947
1720,21,2,12.387,-7.032
1760,8,1,10.604,4.158
1760,3,1,7.257,-1.969
1760,4,1,2.929,1.085
1760,7,1,11.579,-4.478
1760,10,1,8.641,-2.353
1760,15,2,7.980,-5.779
1760,16,2,3.804,-0.094
1760,18,2,5.468,5.621
1760,19,2,10.119,5.904
1760,21,2,12.476,-6.989
1800,8,1,10.689,4.115
1800,3,1,7.388,-1.969
1800,4,1,3.127,1.097
1800,7,1,11.644,-4.496
1800,10,1,8.702,-2.487
1800,15,2,8.029,-5.840
1800,16,2,3.926,-0.091
1800,18,2,5.563,5.624
1800,19,2,10.254,5.871
1800,21,2,12.549,-6.989
1840,8,1,10.778,4.115
1840,3,1,7.477,-1.969
1840,4,1,3.301,1.097
1840,7,1,11.729,-4.542
1840,10,1,8.787,-2.664
1840,15,2,8.074,-5.886
1840,16,2,4.057,-0.091
1840,18,2,5.648,5.624
1840,19,2,10.342,5.825
1840,21,2,12.591,-6.989
1880,8,1,10.863,4.115
1880,3,1,7.556,-1.981
1880,4,1,3.508,1.091
1880,7,1,11.796,-4.606
1880,10,1,8.830,-2.798
1880,15,2,8.089,-5.913
1880,16,2,4.161,-0.113
1880,18,2,5.721,5.630
1880,19,2,10.461,5.776
1880,21,2,12.662,-6.962
1920,8,1,10.952,4.115
1920,3,1,7.684,-1.939
1920,4,1,3.725,1.091
1920,7,1,11.884,-4.648
1920,10,1,8.873,-2.929
1920,15,2,8.089,-5.956
1920,16,2,4.289,-0.113
1920,18,2,5.810,5.630
1920,19,2,10.549,5.733
1920,21,2,12.747,-6.962
1960,8,1,11.043,4.124
1960,3,1,7.779,-1.890
1960,4,1,3.926,1.097
1960,7,1,11.939,-4.709
1960,10,1,8.900,-3.057
1960,15,2,8.114,-6.011
1960,16,2,4.398,-0.107
1960,18,2,5.883,5.633
1960,19,2,10.650,5.697
1960,21,2,12.793,-6.962
2000,8,1,11.131,4.124
2000,3,1,7.864,-1.847
2000,4,1,4.103,1.097
2000,7,1,11.985,-4.752
2000,10,1,8.943,-3.188
2000,15,2,8.160,-6.053
2000,16,2,4.487,-0.107
2000,18,2,5.971,5.633
2000,19,2,10.781,5.608
2000,21,2,12.838,-6.919
2040,8,1,11.217,4.124
2040,3,1,7.952,-1.804
2040,4,1,4.319,1.097
2040,7,1,12.028,-4.795
2040,10,1,8.989,-3.277
2040,15,2,8.202,-6.096
2040,16,2,4.618,-0.107
2040,18,2,6.056,5.633
2040,19,2,10.869,5.566
2040,21,2,12.881,-6.919
2080,8,1,11.305,4.124
2080,3,1,7.995,-1.759
2080,4,1,4.514,1.082
2080,7,1,12.052,-4.862
2080,10,1,8.989,-3.405
2080,15,2,8.233,-6.117
2080,16,2,4.721,-0.128
2080,18,2,6.102,5.636
2080,19,2,10.942,5.505
2080,21,2,12.905,-6.892
2120,8,1,11.397,4.127
2120,3,1,8.077,-1.686
2120,4,1,4.706,1.100
2120,7,1,12.085,-4.886
2120,10,1,8.980,-3.499
2120,15,2,8.260,-6.178
2120,16,2,4.816,-0.104
2120,18,2,6.166,5.642
2120,19,2,11.080,5.465
2120,21,2,12.954,-6.922
2160,8,1,11.485,4.127
2160,3,1,8.166,-1.643
2160,4,1,4.880,1.100
2160,7,1,12.131,-4.929
2160,10,1,8.980,-3.588
2160,15,2,8.303,-6.221
2160,16,2,4.947,-0.104
2160,18,2,6.209,5.642
2160,19,2,11.168,5.422
2160,21,2,12.954,-6.922
2200,8,1,11.595,4.124
2200,3,1,8.224,-1.594
2200,4,1,5.038,1.116
2200,7,1,12.183,-4.950
2200,10,1,8.973,-3.713
2200,15,2,8.327,-6.282
2200,16,2,5.029,-0.082
2200,18,2,6.282,5.648
2200,19,2,11.287,5.365
2200,21,2,12.963,-6.953
2240,8,1,11.631,4.115
2240,3,1,8.263,-1.554
2240,4,1,5.206,1.100
2240,7,1,12.217,-4.987
2240,10,1,8.980,-3.810
2240,15,2,8.349,-6.282
2240,16,2,5.121,-0.107
2240,18,2,6.343,5.651
2240,19,2,11.339,5.282
2240,21,2,12.969,-6.965
2280,8,1,11.714,4.103
2280,3,1,8.339,-1.497
2280,4,1,5.377,1.116
2280,7,1,12.287,-4.962
2280,10,1,8.967,-3.923
2280,15,2,8.324,-6.300
2280,16,2,5.230,-0.085
2280,18,2,6.376,5.657
2280,19,2,11.433,5.258
2280,21,2,12.982,-6.998
2320,8,1,11.799,4.103
2320,3,1,8.382,-1.454
2320,4,1,5.550,1.116
2320,7,1,12.329,-4.962
2320,10,1,8.967,-4.054
2320,15,2,8.282,-6.300
2320,16,2,5.316,-0.085
2320,18,2,6.422,5.657
2320,19,2,11.519,5.212
2320,21,2,12.982,-7.044
2360,8,1,11.887,4.103
2360,3,1,8.470,-1.408
2360,4,1,5.724,1.116
2360,7,1,12.418,-4.962
2360,10,1,8.967,-4.139
2360,15,2,8.239,-6.300
2360,16,2,5.404,-0.085
2360,18,2,6.465,5.657
2360,19,2,11.607,5.169
2360,21,2,12.982,-7.087
2400,8,1,11.945,4.072
2400,3,1,8.519,-1.359
2400,4,1,5.901,1.109
2400,7,1,12.463,-4.959
2400,10,1,8.961,-4.231
2400,15,2,8.224,-6.291
2400,16,2,5.474,-0.091
2400,18,2,6.486,5.663
2400,19,2,11.677,5.118
2400,21,2,12.982,-7.099
2440,8,1,11.988,4.030
2440,3,1,8.519,-1.317
2440,4,1,6.075,1.109
2440,7,1,12.509,-4.959
2440,10,1,8.961,-4.319
2440,15,2,8.178,-6.291
2440,16,2,5.517,-0.091
2440,18,2,6.529,5.663
2440,19,2,11.723,5.075
2440,21,2,12.982,-7.142
2480,8,1,12.009,3.990
2480,3,1,8.507,-1.277
2480,4,1,6.221,1.094
2480,7,1,12.540,-4.984
2480,10,1,8.967,-4.414
2480,15,2,8.153,-6.273
2480,16,2,5.566,-0.113
2480,18,2,6.544,5.654
2480,19,2,11.778,4.999
2480,21,2,12.972,-7.157
2520,8,1,12.052,3.947
2520,3,1,8.507,-1.234
2520,4,1,6.395,1.094
2520,7,1,12.585,-4.984
2520,10,1,8.967,-4.499
2520,15,2,8.068,-6.227
2520,16,2,5.608,-0.113
2520,18,2,6.544,5.654
2520,19,2,11.863,4.956
2520,21,2,12.972,-7.157
2560,8,1,12.082,3.923
2560,3,1,8.513,-1.183
2560,4,1,6.520,1.079
2560,7,1,12.607,-4.974
2560,10,1,8.970,-4.554
2560,15,2,8.038,-6.203
2560,16,2,5.618,-0.134
2560,18,2,6.553,5.660
2560,19,2,11.927,4.913
2560,21,2,12.954,-7.175
2600,8,1,12.082,3.877
2600,3,1,8.513,-1.137
2600,4,1,6.608,1.079
2600,7,1,12.649,-4.974
2600,10,1,8.925,-4.599
2600,15,2,8.038,-6.203
2600,16,2,5.618,-0.134
2600,18,2,6.553,5.660
2600,19,2,12.015,4.871
2600,21,2,12.954,-7.175
2640,8,1,12.082,3.834
2640,3,1,8.470,-1.094
2640,4,1,6.697,1.033
2640,7,1,12.649,-4.974
2640,10,1,8.882,-4.642
2640,15,2,7.992,-6.160
2640,16,2,5.618,-0.177
2640,18,2,6.553,5.660
2640,19,2,12.101,4.825
2640,21,2,12.911,-7.175
2680,8,1,12.064,3.816
2680,3,1,8.422,-1.085
2680,4,1,6.764,0.981
2680,7,1,12.655,-4.999
2680,10,1,8.851,-4.673
2680,15,2,7.937,-6.108
2680,16,2,5.627,-0.238
2680,18,2,6.556,5.651
2680,19,2,12.153,4.785
2680,21,2,12.863,-7.172
2720,8,1,12.095,3.807
2720,3,1,8.452,-0.994
2720,4,1,6.840,0.978
2720,7,1,12.662,-4.968
2720,10,1,8.827,-4.718
2720,15,2,7.891,-6.081
2720,16,2,5.596,-0.259
2720,18,2,6.559,5.663
2720,19,2,12.256,4.740
2720,21,2,12.847,-7.184
2760,8,1,12.095,3.807
2760,3,1,8.452,-0.951
2760,4,1,6.886,0.936
2760,7,1,12.662,-4.968
2760,10,1,8.784,-4.718
2760,15,2,7.803,-6.038
2760,16,2,5.596,-0.305
2760,18,2,6.559,5.663
2760,19,2,12.299,4.740
2760,21,2,12.805,-7.184
2800,8,1,12.128,3.786
2800,3,1,8.474,-0.890
2800,4,1,6.934,0.936
2800,7,1,12.668,-4.935
2800,10,1,8.751,-4.715
2800,15,2,7.797,-6.050
2800,16,2,5.566,-0.335
2800,18,2,6.562,5.678
2800,19,2,12.372,4.731
2800,21,2,12.790,-7.199
2840,8,1,12.104,3.780
2840,3,1,8.434,-0.872
2840,4,1,6.983,0.933
2840,7,1,12.662,-4.968
2840,10,1,8.717,-4.721
2840,15,2,7.718,-6.017
2840,16,2,5.578,-0.381
2840,18,2,6.559,5.669
2840,19,2,12.433,4.670
2840,21,2,12.750,-7.187
2880,8,1,12.122,3.761
2880,3,1,8.434,-0.802
2880,4,1,7.047,0.939
2880,7,1,12.668,-4.935
2880,10,1,8.723,-4.718
2880,15,2,7.669,-5.983
2880,16,2,5.547,-0.418
2880,18,2,6.559,5.685
2880,19,2,12.476,4.648
2880,21,2,12.738,-7.203
2920,8,1,12.122,3.761
2920,3,1,8.391,-0.716
2920,4,1,7.090,0.981
2920,7,1,12.625,-4.935
2920,10,1,8.723,-4.718
2920,15,2,7.626,-5.983
2920,16,2,5.505,-0.418
2920,18,2,6.559,5.685
2920,19,2,12.518,4.606
2920,21,2,12.780,-7.203
2960,8,1,12.122,3.761
2960,3,1,8.349,-0.628
2960,4,1,7.132,1.027
2960,7,1,12.582,-4.935
2960,10,1,8.723,-4.718
2960,15,2,7.584,-5.983
2960,16,2,5.459,-0.418
2960,18,2,6.559,5.685
2960,19,2,12.561,4.563
2960,21,2,12.823,-7.203
3000,8,1,12.110,3.746
3000,3,1,8.233,-0.588
3000,4,1,7.187,1.049
3000,7,1,12.573,-4.935
3000,10,1,8.696,-4.715
3000,15,2,7.571,-5.977
3000,16,2,5.459,-0.439
3000,18,2,6.556,5.685
3000,19,2,12.604,4.535
3000,21,2,12.829,-7.206
3040,8,1,12.110,3.703
3040,3,1,8.144,-0.546
3040,4,1,7.273,1.091
3040,7,1,12.527,-4.935
3040,10,1,8.653,-4.715
3040,15,2,7.571,-5.977
3040,16,2,5.413,-0.439
3040,18,2,6.556,5.685
3040,19,2,12.646,4.490
3040,21,2,12.875,-7.206
3080,8,1,12.076,3.679
3080,3,1,8.035,-0.521
3080,4,1,7.312,1.134
3080,7,1,12.479,-4.965
3080,10,1,8.599,-4.721
3080,15,2,7.535,-5.968
3080,16,2,5.404,-0.448
3080,18,2,6.550,5.669
3080,19,2,12.662,4.456
3080,21,2,12.890,-7.193
3120,8,1,12.076,3.636
3120,3,1,7.946,-0.475
3120,4,1,7.355,1.180
3120,7,1,12.436,-4.965
3120,10,1,8.553,-4.721
3120,15,2,7.535,-5.968
3120,16,2,5.358,-0.448
3120,18,2,6.550,5.669
3120,19,2,12.662,4.456
3120,21,2,12.933,-7.193
3160,8,1,12.058,3.612
3160,3,1,7.846,-0.466
3160,4,1,7.407,1.216
3160,7,1,12.415,-4.962
3160,10,1,8.541,-4.728
3160,15,2,7.523,-5.962
3160,16,2,5.352,-0.463
3160,18,2,6.550,5.675
3160,19,2,12.689,4.453
3160,21,2,12.942,-7.193
3200,8,1,12.058,3.566
3200,3,1,7.760,-0.466
3200,4,1,7.449,1.259
3200,7,1,12.415,-4.962
3200,10,1,8.498,-4.728
3200,15,2,7.523,-5.962
3200,16,2,5.352,-0.463
3200,18,2,6.550,5.675
3200,19,2,12.689,4.496
3200,21,2,12.942,-7.193
3240,8,1,12.058,3.524
3240,3,1,7.672,-0.466
3240,4,1,7.492,1.305
3240,7,1,12.415,-4.916
3240,10,1,8.452,-4.728
3240,15,2,7.523,-5.962
3240,16,2,5.352,-0.509
3240,18,2,6.550,5.675
3240,19,2,12.689,4.542
3240,21,2,12.942,-7.193
3280,8,1,12.040,3.505
3280,3,1,7.587,-0.466
3280,4,1,7.535,1.329
3280,7,1,12.372,-4.907
3280,10,1,8.419,-4.731
3280,15,2,7.495,-5.953
3280,16,2,5.337,-0.552
3280,18,2,6.550,5.660
3280,19,2,12.677,4.572
3280,21,2,12.951,-7.178
3320,8,1,12.073,3.484
3320,3,1,7.516,-0.482
3320,4,1,7.590,1.402
3320,7,1,12.396,-4.871
3320,10,1,8.458,-4.743
3320,15,2,7.520,-5.962
3320,16,2,5.337,-0.570
3320,18,2,6.553,5.691
3320,19,2,12.713,4.606
3320,21,2,12.945,-7.190
3360,8,1,12.073,3.484
3360,3,1,7.431,-0.482
3360,4,1,7.635,1.445
3360,7,1,12.396,-4.871
3360,10,1,8.501,-4.785
3360,15,2,7.520,-5.962
3360,16,2,5.337,-0.613
3360,18,2,6.553,5.691
3360,19,2,12.713,4.648
3360,21,2,12.945,-7.190
3400,8,1,12.073,3.438
3400,3,1,7.343,-0.482
3400,4,1,7.678,1.487
3400,7,1,12.396,-4.871
3400,10,1,8.544,-4.828
3400,15,2,7.520,-5.962
3400,16,2,5.337,-0.658
3400,18,2,6.553,5.691
3400,19,2,12.713,4.694
3400,21,2,12.945,-7.190
3440,8,1,12.073,3.438
3440,3,1,7.270,-0.472
3440,4,1,7.696,1.530
3440,7,1,12.366,-4.907
3440,10,1,8.553,-4.868
3440,15,2,7.492,-5.953
3440,16,2,5.334,-0.692
3440,18,2,6.553,5.669
3440,19,2,12.686,4.715
3440,21,2,12.948,-7.175
3480,8,1,12.107,3.414
3480,3,1,7.203,-0.494
3480,4,1,7.779,1.597
3480,7,1,12.387,-4.874
3480,10,1,8.592,-4.880
3480,15,2,7.516,-5.962
3480,16,2,5.331,-0.710
3480,18,2,6.553,5.669
3480,19,2,12.729,4.724
3480,21,2,12.942,-7.190
3520,8,1,12.107,3.414
3520,3,1,7.117,-0.494
3520,4,1,7.864,1.683
3520,7,1,12.387,-4.874
3520,10,1,8.635,-4.923
3520,15,2,7.516,-5.962
3520,16,2,5.331,-0.710
3520,18,2,6.553,5.669
3520,19,2,12.729,4.724
3520,21,2,12.942,-7.190
3560,8,1,12.107,3.414
3560,3,1,7.074,-0.494
3560,4,1,7.910,1.771
3560,7,1,12.387,-4.920
3560,10,1,8.678,-4.968
3560,15,2,7.516,-5.962
3560,16,2,5.377,-0.710
3560,18,2,6.553,5.712
3560,19,2,12.729,4.724
3560,21,2,12.942,-7.190
3600,8,1,12.073,3.435
3600,3,1,7.010,-0.479
3600,4,1,7.940,1.829
3600,7,1,12.363,-4.953
3600,10,1,8.684,-4.999
3600,15,2,7.492,-5.953
3600,16,2,5.377,-0.735
3600,18,2,6.553,5.727
3600,19,2,12.692,4.734
