ts in ms,player id,group id,x in m,y in m
1200,20,2,-4.167,3.246
1200,22,2,-10.781,-1.600
1200,16,2,-4.353,2.094
1200,18,2,-7.026,-1.103
1200,21,2,-11.275,2.515
1240,3,1,-3.801,3.487
1240,11,1,-13.430,-2.381
1240,9,1,-10.595,3.920
1240,12,1,-6.209,-1.747
1240,10,1,-8.641,-6.946
1240,20,2,-4.121,3.228
1240,22,2,-10.845,-1.564
1240,16,2,-4.359,2.027
1240,18,2,-7.093,-1.103
1240,21,2,-11.290,2.597
1280,3,1,-3.810,3.484
1280,11,1,-13.451,-2.460
1280,9,1,-10.668,3.908
1280,12,1,-6.267,-1.743
1280,10,1,-8.632,-6.946
1280,20,2,-4.115,3.185
1280,22,2,-10.881,-1.506
1280,16,2,-4.395,1.951
1280,18,2,-7.163,-1.088
1280,21,2,-11.266,2.679
1320,3,1,-3.810,3.487
1320,11,1,-13.430,-2.518
1320,9,1,-10.717,3.886
1320,12,1,-6.331,-1.728
1320,10,1,-8.638,-6.931
1320,20,2,-4.109,3.170
1320,22,2,-10.888,-1.417
1320,16,2,-4.462,1.881
1320,18,2,-7.239,-1.082
1320,21,2,-11.232,2.789
1360,3,1,-3.822,3.490
1360,11,1,-13.457,-2.554
1360,9,1,-10.778,3.868
1360,12,1,-6.380,-1.701
1360,10,1,-8.635,-6.928
1360,20,2,-4.115,3.124
1360,22,2,-10.927,-1.362
1360,16,2,-4.505,1.814
1360,18,2,-7.306,-1.085
1360,21,2,-11.208,2.868
1400,3,1,-3.831,3.499
1400,11,1,-13.472,-2.576
1400,9,1,-10.830,3.847
1400,12,1,-6.431,-1.670
1400,10,1,-8.635,-6.928
1400,20,2,-4.127,3.079
1400,22,2,-10.976,-1.311
1400,16,2,-4.551,1.743
1400,18,2,-7.376,-1.094
1400,21,2,-11.189,2.950
1440,3,1,-3.831,3.508
1440,11,1,-13.530,-2.557
1440,9,1,-10.906,3.844
1440,12,1,-6.480,-1.643
1440,10,1,-8.629,-6.940
1440,20,2,-4.136,3.033
1440,22,2,-11.031,-1.280
1440,16,2,-4.593,1.670
1440,18,2,-7.440,-1.106
1440,21,2,-11.192,3.033
1480,3,1,-3.828,3.554
1480,11,1,-13.536,-2.563
1480,9,1,-10.961,3.777
1480,12,1,-6.514,-1.594
1480,10,1,-8.641,-6.925
1480,20,2,-4.139,2.996
1480,22,2,-11.061,-1.225
1480,16,2,-4.679,1.600
1480,18,2,-7.513,-1.106
1480,21,2,-11.128,3.088
1520,3,1,-3.822,3.575
1520,11,1,-13.555,-2.521
1520,9,1,-10.985,3.764
1520,12,1,-6.553,-1.561
1520,10,1,-8.644,-6.919
1520,20,2,-4.161,2.957
1520,22,2,-11.113,-1.173
1520,16,2,-4.731,1.524
1520,18,2,-7.571,-1.119
1520,21,2,-11.113,3.146
1560,3,1,-3.813,3.597
1560,11,1,-13.576,-2.463
1560,9,1,-11.006,3.743
1560,12,1,-6.593,-1.512
1560,10,1,-8.647,-6.913
1560,20,2,-4.185,2.920
1560,22,2,-11.165,-1.125
1560,16,2,-4.785,1.448
1560,18,2,-7.632,-1.134
1560,21,2,-11.107,3.191
1600,3,1,-3.804,3.621
1600,11,1,-13.646,-2.399
1600,9,1,-11.049,3.740
1600,12,1,-6.620,-1.472
1600,10,1,-8.641,-6.925
1600,20,2,-4.215,2.856
1600,22,2,-11.253,-1.116
1600,16,2,-4.825,1.366
1600,18,2,-7.684,-1.152
1600,21,2,-11.110,3.203
1640,3,1,-3.798,3.664
1640,11,1,-13.637,-2.317
1640,9,1,-11.074,3.694
1640,12,1,-6.669,-1.439
1640,10,1,-8.650,-6.910
1640,20,2,-4.252,2.847
1640,22,2,-11.299,-1.042
1640,16,2,-4.929,1.289
1640,18,2,-7.721,-1.143
1640,21,2,-11.104,3.219
1680,3,1,-3.786,3.700
1680,11,1,-13.664,-2.243
1680,9,1,-11.098,3.691
1680,12,1,-6.706,-1.405
1680,10,1,-8.653,-6.907
1680,20,2,-4.289,2.816
1680,22,2,-11.357,-1.000
1680,16,2,-4.999,1.210
1680,18,2,-7.782,-1.155
1680,21,2,-11.101,3.234
1720,3,1,-3.783,3.731
1720,11,1,-13.683,-2.170
1720,9,1,-11.119,3.679
1720,12,1,-6.757,-1.378
1720,10,1,-8.656,-6.904
1720,20,2,-4.331,2.789
1720,22,2,-11.409,-0.966
1720,16,2,-5.078,1.125
1720,18,2,-7.849,-1.167
1720,21,2,-11.107,3.237
1760,3,1,-3.783,3.731
1760,11,1,-13.719,-2.064
1760,9,1,-11.122,3.713
1760,12,1,-6.818,-1.362
1760,10,1,-8.656,-6.913
1760,20,2,-4.386,2.762
1760,22,2,-11.479,-0.942
1760,16,2,-5.121,1.045
1760,18,2,-7.897,-1.198
1760,21,2,-11.156,3.234
1800,3,1,-3.786,3.758
1800,11,1,-13.741,-1.984
1800,9,1,-11.128,3.706
1800,12,1,-6.873,-1.326
1800,10,1,-8.666,-6.910
1800,20,2,-4.429,2.749
1800,22,2,-11.525,-0.917
1800,16,2,-5.209,0.969
1800,18,2,-7.965,-1.213
1800,21,2,-11.165,3.216
1840,3,1,-3.789,3.783
1840,11,1,-13.765,-1.911
1840,9,1,-11.138,3.719
1840,12,1,-6.940,-1.277
1840,10,1,-8.669,-6.901
1840,20,2,-4.493,2.768
1840,22,2,-11.573,-0.881
1840,16,2,-5.313,0.863
1840,18,2,-8.004,-1.195
1840,21,2,-11.159,3.207
1880,3,1,-3.798,3.844
1880,11,1,-13.771,-1.804
1880,9,1,-11.141,3.706
1880,12,1,-7.004,-1.238
1880,10,1,-8.681,-6.898
1880,20,2,-4.535,2.762
1880,22,2,-11.619,-0.863
1880,16,2,-5.407,0.786
1880,18,2,-8.071,-1.216
1880,21,2,-11.177,3.167
1920,3,1,-3.798,3.886
1920,11,1,-13.814,-1.719
1920,9,1,-11.141,3.752
1920,12,1,-7.093,-1.195
1920,10,1,-8.681,-6.898
1920,20,2,-4.578,2.762
1920,22,2,-11.662,-0.863
1920,16,2,-5.496,0.701
1920,18,2,-8.160,-1.216
1920,21,2,-11.177,3.167
1960,3,1,-3.804,3.938
1960,11,1,-13.808,-1.588
1960,9,1,-11.138,3.743
1960,12,1,-7.166,-1.152
1960,10,1,-8.690,-6.898
1960,20,2,-4.612,2.771
1960,22,2,-11.695,-0.856
1960,16,2,-5.596,0.622
1960,18,2,-8.211,-1.238
1960,21,2,-11.195,3.121
2000,3,1,-3.810,3.984
2000,11,1,-13.798,-1.448
2000,9,1,-11.131,3.740
2000,12,1,-7.236,-1.100
2000,10,1,-8.699,-6.892
2000,20,2,-4.648,2.786
2000,22,2,-11.726,-0.856
2000,16,2,-5.700,0.546
2000,18,2,-8.257,-1.259
2000,21,2,-11.214,3.082
2040,3,1,-3.825,4.011
2040,11,1,-13.789,-1.308
2040,9,1,-11.125,3.731
2040,12,1,-7.306,-1.052
2040,10,1,-8.708,-6.892
2040,20,2,-4.685,2.801
2040,22,2,-11.756,-0.863
2040,16,2,-5.807,0.460
2040,18,2,-8.303,-1.280
2040,21,2,-11.235,3.042
2080,3,1,-3.825,4.054
2080,11,1,-13.756,-1.164
2080,9,1,-11.128,3.740
2080,12,1,-7.367,-0.988
2080,10,1,-8.708,-6.882
2080,20,2,-4.709,2.829
2080,22,2,-11.762,-0.844
2080,16,2,-5.919,0.375
2080,18,2,-8.330,-1.250
2080,21,2,-11.269,3.005
2120,3,1,-3.868,4.097
2120,11,1,-13.738,-1.018
2120,9,1,-11.122,3.719
2120,12,1,-7.434,-0.948
2120,10,1,-8.714,-6.889
2120,20,2,-4.718,2.826
2120,22,2,-11.778,-0.872
2120,16,2,-6.011,0.317
2120,18,2,-8.394,-1.311
2120,21,2,-11.296,2.957
2160,3,1,-3.895,4.090
2160,11,1,-13.728,-0.884
2160,9,1,-11.113,3.713
2160,12,1,-7.507,-0.887
2160,10,1,-8.714,-6.889
2160,20,2,-4.752,2.853
2160,22,2,-11.784,-0.884
2160,16,2,-6.114,0.229
2160,18,2,-8.437,-1.338
2160,21,2,-11.299,2.938
2200,3,1,-3.926,4.087
2200,11,1,-13.713,-0.741
2200,9,1,-11.104,3.688
2200,12,1,-7.559,-0.826
2200,10,1,-8.730,-6.898
2200,20,2,-4.773,2.856
2200,22,2,-11.787,-0.933
2200,16,2,-6.194,0.146
2200,18,2,-8.470,-1.405
2200,21,2,-11.327,2.886
2240,3,1,-3.969,4.087
2240,11,1,-13.689,-0.649
2240,9,1,-11.104,3.658
2240,12,1,-7.663,-0.744
2240,10,1,-8.723,-6.892
2240,20,2,-4.822,2.874
2240,22,2,-11.781,-0.957
2240,16,2,-6.291,0.064
2240,18,2,-8.519,-1.448
2240,21,2,-11.345,2.880
2280,3,1,-4.011,4.094
2280,11,1,-13.689,-0.527
2280,9,1,-11.095,3.652
2280,12,1,-7.748,-0.677
2280,10,1,-8.733,-6.892
2280,20,2,-4.856,2.899
2280,22,2,-11.762,-1.006
2280,16,2,-6.392,-0.027
2280,18,2,-8.580,-1.490
2280,21,2,-11.339,2.865
2320,3,1,-4.036,4.124
2320,11,1,-13.689,-0.405
2320,9,1,-11.092,3.645
2320,12,1,-7.837,-0.604
2320,10,1,-8.723,-6.886
2320,20,2,-4.886,2.920
2320,22,2,-11.735,-1.064
2320,16,2,-6.492,-0.113
2320,18,2,-8.647,-1.533
2320,21,2,-11.330,2.847
2360,3,1,-4.084,4.139
2360,11,1,-13.710,-0.283
2360,9,1,-11.083,3.615
2360,12,1,-7.940,-0.549
2360,10,1,-8.723,-6.886
2360,20,2,-4.920,2.932
2360,22,2,-11.717,-1.152
2360,16,2,-6.587,-0.201
2360,18,2,-8.739,-1.643
2360,21,2,-11.311,2.829
2400,3,1,-4.090,4.154
2400,11,1,-13.707,-0.152
2400,9,1,-11.080,3.612
2400,12,1,-8.032,-0.485
2400,10,1,-8.717,-6.879
2400,20,2,-4.947,2.947
2400,22,2,-11.680,-1.225
2400,16,2,-6.690,-0.293
2400,18,2,-8.815,-1.698
2400,21,2,-11.311,2.813
2440,3,1,-4.121,4.179
2440,11,1,-13.704,-0.034
2440,9,1,-11.077,3.606
2440,12,1,-8.126,-0.430
2440,10,1,-8.714,-6.873
2440,20,2,-4.977,2.957
2440,22,2,-11.640,-1.305
2440,16,2,-6.794,-0.378
2440,18,2,-8.900,-1.762
2440,21,2,-11.314,2.801
2480,3,1,-4.151,4.203
2480,11,1,-13.692,0.085
2480,9,1,-11.070,3.606
2480,12,1,-8.227,-0.372
2480,10,1,-8.699,-6.864
2480,20,2,-5.005,2.966
2480,22,2,-11.595,-1.381
2480,16,2,-6.892,-0.457
2480,18,2,-8.995,-1.823
2480,21,2,-11.320,2.789
2520,3,1,-4.194,4.249
2520,11,1,-13.692,0.216
2520,9,1,-11.028,3.606
2520,12,1,-8.315,-0.329
2520,10,1,-8.699,-6.864
2520,20,2,-5.005,3.008
2520,22,2,-11.509,-1.469
2520,16,2,-6.980,-0.546
2520,18,2,-9.083,-1.908
2520,21,2,-11.320,2.789
2560,3,1,-4.222,4.273
2560,11,1,-13.680,0.326
2560,9,1,-11.016,3.612
2560,12,1,-8.419,-0.277
2560,10,1,-8.687,-6.858
2560,20,2,-5.035,3.018
2560,22,2,-11.461,-1.548
2560,16,2,-7.084,-0.628
2560,18,2,-9.172,-1.990
2560,21,2,-11.342,2.780
2600,3,1,-4.255,4.295
2600,11,1,-13.664,0.436
2600,9,1,-11.003,3.618
2600,12,1,-8.528,-0.229
2600,10,1,-8.687,-6.858
2600,20,2,-5.072,3.021
2600,22,2,-11.409,-1.631
2600,16,2,-7.184,-0.716
2600,18,2,-9.260,-2.091
2600,21,2,-11.378,2.774
2640,3,1,-4.282,4.313
2640,11,1,-13.646,0.549
2640,9,1,-10.991,3.630
2640,12,1,-8.635,-0.177
2640,10,1,-8.681,-6.855
2640,20,2,-5.109,3.027
2640,22,2,-11.354,-1.725
2640,16,2,-7.285,-0.799
2640,18,2,-9.342,-2.195
2640,21,2,-11.415,2.765
2680,3,1,-4.319,4.340
2680,11,1,-13.625,0.622
2680,9,1,-11.003,3.658
2680,12,1,-8.736,-0.149
2680,10,1,-8.681,-6.855
2680,20,2,-5.157,3.011
2680,22,2,-11.290,-1.841
2680,16,2,-7.395,-0.869
2680,18,2,-9.415,-2.295
2680,21,2,-11.433,2.740
2720,3,1,-4.347,4.365
2720,11,1,-13.606,0.728
2720,9,1,-10.991,3.676
2720,12,1,-8.842,-0.091
2720,10,1,-8.675,-6.852
2720,20,2,-5.200,3.015
2720,22,2,-11.235,-1.942
2720,16,2,-7.495,-0.951
2720,18,2,-9.479,-2.411
2720,21,2,-11.476,2.716
2760,3,1,-4.374,4.386
2760,11,1,-13.594,0.823
2760,9,1,-10.979,3.694
2760,12,1,-8.946,-0.043
2760,10,1,-8.663,-6.849
2760,20,2,-5.243,3.011
2760,22,2,-11.180,-2.033
2760,16,2,-7.599,-1.030
2760,18,2,-9.531,-2.551
2760,21,2,-11.522,2.698
2800,3,1,-4.374,4.386
2800,11,1,-13.600,0.936
2800,9,1,-10.997,3.734
2800,12,1,-9.044,0.003
2800,10,1,-8.653,-6.837
2800,20,2,-5.297,2.981
2800,22,2,-11.165,-2.121
2800,16,2,-7.727,-1.109
2800,18,2,-9.583,-2.661
2800,21,2,-11.558,2.649
2840,3,1,-4.392,4.398
2840,11,1,-13.588,0.994
2840,9,1,-11.016,3.755
2840,12,1,-9.162,0.040
2840,10,1,-8.653,-6.837
2840,20,2,-5.322,2.966
2840,22,2,-11.092,-2.231
2840,16,2,-7.824,-1.177
2840,18,2,-9.604,-2.792
2840,21,2,-11.601,2.630
2880,3,1,-4.411,4.417
2880,11,1,-13.579,1.073
2880,9,1,-11.010,3.777
2880,12,1,-9.266,0.082
2880,10,1,-8.644,-6.822
2880,20,2,-5.361,2.957
2880,22,2,-11.055,-2.301
2880,16,2,-7.931,-1.238
2880,18,2,-9.614,-2.926
2880,21,2,-11.637,2.594
2920,3,1,-4.429,4.432
2920,11,1,-13.579,1.146
2920,9,1,-11.006,3.795
2920,12,1,-9.376,0.116
2920,10,1,-8.635,-6.812
2920,20,2,-5.404,2.947
2920,22,2,-11.031,-2.356
2920,16,2,-8.032,-1.295
2920,18,2,-9.614,-3.069
2920,21,2,-11.677,2.560
2960,3,1,-4.432,4.441
2960,11,1,-13.582,1.244
2960,9,1,-10.976,3.804
2960,12,1,-9.495,0.171
2960,10,1,-8.623,-6.800
2960,20,2,-5.435,2.950
2960,22,2,-11.022,-2.381
2960,16,2,-8.123,-1.353
2960,18,2,-9.607,-3.228
2960,21,2,-11.738,2.533
3000,3,1,-4.432,4.441
3000,11,1,-13.582,1.305
3000,9,1,-10.970,3.825
3000,12,1,-9.604,0.189
3000,10,1,-8.617,-6.788
3000,20,2,-5.471,2.944
3000,22,2,-11.019,-2.414
3000,16,2,-8.218,-1.396
3000,18,2,-9.598,-3.386
3000,21,2,-11.775,2.493
3040,3,1,-4.432,4.441
3040,11,1,-13.579,1.384
3040,9,1,-10.949,3.831
3040,12,1,-9.742,0.195
3040,10,1,-8.626,-6.791
3040,20,2,-5.508,2.932
3040,22,2,-11.031,-2.460
3040,16,2,-8.282,-1.457
3040,18,2,-9.550,-3.554
3040,21,2,-11.784,2.445
3080,3,1,-4.438,4.450
3080,11,1,-13.582,1.442
3080,9,1,-10.946,3.853
3080,12,1,-9.860,0.210
3080,10,1,-8.620,-6.794
3080,20,2,-5.541,2.929
3080,22,2,-11.046,-2.490
3080,16,2,-8.361,-1.494
3080,18,2,-9.525,-3.719
3080,21,2,-11.820,2.399
3120,3,1,-4.438,4.450
3120,11,1,-13.582,1.527
3120,9,1,-10.900,3.853
3120,12,1,-9.946,0.210
3120,10,1,-8.620,-6.794
3120,20,2,-5.584,2.929
3120,22,2,-11.089,-2.536
3120,16,2,-8.449,-1.536
3120,18,2,-9.479,-3.892
3120,21,2,-11.820,2.356
3160,3,1,-4.444,4.450
3160,11,1,-13.588,1.585
3160,9,1,-10.891,3.871
3160,12,1,-10.059,0.216
3160,10,1,-8.629,-6.800
3160,20,2,-5.618,2.923
3160,22,2,-11.116,-2.551
3160,16,2,-8.522,-1.567
3160,18,2,-9.440,-4.072
3160,21,2,-11.851,2.310
3200,3,1,-4.450,4.444
3200,11,1,-13.597,1.634
3200,9,1,-10.878,3.886
3200,12,1,-10.159,0.216
3200,10,1,-8.647,-6.803
3200,20,2,-5.648,2.923
3200,22,2,-11.150,-2.563
3200,16,2,-8.599,-1.594
3200,18,2,-9.397,-4.246
3200,21,2,-11.872,2.265
3240,3,1,-4.444,4.435
3240,11,1,-13.603,1.679
3240,9,1,-10.869,3.898
3240,12,1,-10.257,0.213
3240,10,1,-8.678,-6.812
3240,20,2,-5.685,2.920
3240,22,2,-11.180,-2.573
3240,16,2,-8.669,-1.622
3240,18,2,-9.345,-4.411
3240,21,2,-11.893,2.222
3280,3,1,-4.444,4.435
3280,11,1,-13.600,1.701
3280,9,1,-10.857,3.889
3280,12,1,-10.342,0.201
3280,10,1,-8.693,-6.828
3280,20,2,-5.736,2.911
3280,22,2,-11.183,-2.634
3280,16,2,-8.745,-1.646
3280,18,2,-9.263,-4.578
3280,21,2,-11.915,2.170
3320,3,1,-4.453,4.438
3320,11,1,-13.613,1.722
3320,9,1,-10.863,3.905
3320,12,1,-10.403,0.204
3320,10,1,-8.730,-6.828
3320,20,2,-5.776,2.911
3320,22,2,-11.214,-2.621
3320,16,2,-8.836,-1.649
3320,18,2,-9.233,-4.718
3320,21,2,-11.951,2.137
3360,3,1,-4.447,4.429
3360,11,1,-13.616,1.759
3360,9,1,-10.854,3.905
3360,12,1,-10.473,0.186
3360,10,1,-8.791,-6.840
3360,20,2,-5.819,2.902
3360,22,2,-11.250,-2.618
3360,16,2,-8.903,-1.673
3360,18,2,-9.165,-4.862
3360,21,2,-11.957,2.106
3400,3,1,-4.450,4.423
3400,11,1,-13.628,1.795
3400,9,1,-10.860,3.923
3400,12,1,-10.552,0.180
3400,10,1,-8.842,-6.840
3400,20,2,-5.871,2.899
3400,22,2,-11.293,-2.554
3400,16,2,-8.967,-1.679
3400,18,2,-9.114,-4.996
3400,21,2,-11.994,2.060
3440,3,1,-4.444,4.420
3440,11,1,-13.616,1.829
